疾病通路的编号,疾病名称,通路名称(Name),通路编号(Entry),文章引用（Title）,文章DOI,文章链接
hsa05012,Parkinson disease,Mutation-inactivated PRKN to intrinsic apoptotic pathway,N01049,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1038/cddis.2014.278,https://doi.org/10.1038/cddis.2014.278
hsa05012,Parkinson disease,Mutation-inactivated PRKN to intrinsic apoptotic pathway,N01049,Mitochondrial dysfunction in Parkinson's disease.,10.1038/cddis.2014.278,https://doi.org/10.1038/cddis.2014.278
hsa05012,Parkinson disease,Mutation-inactivated PRKN to intrinsic apoptotic pathway,N01049,Parkin inhibits BAK and BAX apoptotic function by distinct mechanisms during mitophagy.,10.1038/cddis.2014.278,https://doi.org/10.1038/cddis.2014.278
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to intrinsic apoptotic pathway,N01048,"Mitochondrial dynamics, cell death and the pathogenesis of Parkinson's disease.",10.1007/s10495-010-0465-0,https://doi.org/10.1007/s10495-010-0465-0
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to intrinsic apoptotic pathway,N01048,PINK1 protects against oxidative stress by phosphorylating mitochondrial chaperone TRAP1.,10.1007/s10495-010-0465-0,https://doi.org/10.1007/s10495-010-0465-0
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to intrinsic apoptotic pathway,N01048,Mitochondrial quality control and neurological disease: an emerging connection.,10.1007/s10495-010-0465-0,https://doi.org/10.1007/s10495-010-0465-0
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to intrinsic apoptotic pathway,N01048,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1007/s10495-010-0465-0,https://doi.org/10.1007/s10495-010-0465-0
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to intrinsic apoptotic pathway,N01048,Mitochondrial dysfunction in Parkinson's disease.,10.1007/s10495-010-0465-0,https://doi.org/10.1007/s10495-010-0465-0
hsa05012,Parkinson disease,Mutation-activated LRRK2 to intrinsic apoptotic pathway,N01047,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-activated LRRK2 to intrinsic apoptotic pathway,N01047,Mitochondrial dysfunction in Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-activated LRRK2 to intrinsic apoptotic pathway,N01047,Apoptotic mechanisms in mutant LRRK2-mediated cell death.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to FAS-JNK signaling patwhay,N01057,Regulation of Signal Transduction by DJ-1.,10.1007/978-981-10-6583-5_8,https://doi.org/10.1007/978-981-10-6583-5_8
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to FAS-JNK signaling patwhay,N01057,Interaction of DJ-1 with Daxx inhibits apoptosis signal-regulating kinase 1 activity and cell death.,10.1007/978-981-10-6583-5_8,https://doi.org/10.1007/978-981-10-6583-5_8
hsa05012,Parkinson disease,Paraquat to FAS-JNK signaling pathway,N01417,Activation of apoptosis signal-regulating kinase 1 is a key factor in paraquat-induced cell death: modulation by the Nrf2/Trx axis.,10.1016/j.freeradbiomed.2010.02.024,https://doi.org/10.1016/j.freeradbiomed.2010.02.024
hsa05012,Parkinson disease,Paraquat to FAS-JNK signaling pathway,N01417,Environmental pollutants as risk factors for neurodegenerative disorders: Alzheimer and Parkinson diseases.,10.1016/j.freeradbiomed.2010.02.024,https://doi.org/10.1016/j.freeradbiomed.2010.02.024
hsa05012,Parkinson disease,Paraquat to FAS-JNK signaling pathway,N01417,Paraquat exposure as an etiological factor of Parkinson's disease.,10.1016/j.freeradbiomed.2010.02.024,https://doi.org/10.1016/j.freeradbiomed.2010.02.024
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to L-DOPA generation,N01037,A role for alpha-synuclein in the regulation of dopamine biosynthesis.,10.1523/JNEUROSCI.22-08-03090.2002,https://doi.org/10.1523/JNEUROSCI.22-08-03090.2002
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to L-DOPA generation,N01037,Could a loss of alpha-synuclein function put dopaminergic neurons at risk?,10.1523/JNEUROSCI.22-08-03090.2002,https://doi.org/10.1523/JNEUROSCI.22-08-03090.2002
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to L-DOPA generation,N01037,The interplay between parkin and alpha-synuclein; possible implications for the pathogenesis of Parkinson's disease.,10.1523/JNEUROSCI.22-08-03090.2002,https://doi.org/10.1523/JNEUROSCI.22-08-03090.2002
hsa05012,Parkinson disease,Mutation-inactivated PRKN to DOPAL generation,N01039,Parkin gene inactivation alters behaviour and dopamine neurotransmission in the mouse.,10.1093/hmg/ddg239,https://doi.org/10.1093/hmg/ddg239
hsa05012,Parkinson disease,Mutation-inactivated PRKN to DOPAL generation,N01039,"Differential effects of l-DOPA on monoamine metabolism, cell survival and glutathione production in midbrain neuronal-enriched cultures from parkin knockout and wild-type mice.",10.1093/hmg/ddg239,https://doi.org/10.1093/hmg/ddg239
hsa05012,Parkinson disease,Mutation-inactivated PRKN to DOPAL generation,N01039,Modulation of monoamine oxidase (MAO) expression in neuropsychiatric disorders: genetic and environmental factors involved in type A MAO expression.,10.1093/hmg/ddg239,https://doi.org/10.1093/hmg/ddg239
hsa05012,Parkinson disease,Mutation-inactivated PRKN to DOPAL generation,N01039,The interplay between parkin and alpha-synuclein; possible implications for the pathogenesis of Parkinson's disease.,10.1093/hmg/ddg239,https://doi.org/10.1093/hmg/ddg239
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to electron transfer in Complex I,N01042,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to electron transfer in Complex I,N01042,Mitochondrial dysfunction in Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to electron transfer in Complex I,N01042,"Mitochondria, calcium, and endoplasmic reticulum stress in Parkinson's disease.",10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to electron transfer in Complex I,N01043,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to electron transfer in Complex I,N01043,Mitochondrial dysfunction in Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to electron transfer in Complex I,N01043,"Mitochondria, calcium, and endoplasmic reticulum stress in Parkinson's disease.",10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to electron transfer in Complex I,N01043,The antioxidant Trolox helps recovery from the familial Parkinson's disease-specific mitochondrial deficits caused by PINK1- and DJ-1-deficiency in dopaminergic neuronal cells.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Mutation-inactivated PINK1 to electron transfer in Complex I,N01043,"Mitochondrial dysfunction, peroxidation damage and changes in glutathione metabolism in PARK6.",10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,MPP+ to electron transfer in Complex I,N01044,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,MPP+ to electron transfer in Complex I,N01044,Apoptosis inducing factor mediates caspase-independent 1-methyl-4-phenylpyridinium toxicity in dopaminergic cells.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,MPP+ to electron transfer in Complex I,N01044,Mitochondrial dysfunction in Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,N01045,The Parkinson Disease Mitochondrial Hypothesis: Where Are We at?,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,N01045,Chronic systemic pesticide exposure reproduces features of Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Rotenone to electron transfer in Complex I,N01045,Mitochondrial dysfunction in Parkinson's disease.,10.1177/1073858415574600,https://doi.org/10.1177/1073858415574600
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,N01402,New Insights on the Role of Manganese in Alzheimer's Disease and Parkinson's Disease.,10.3390/ijerph16193546,https://doi.org/10.3390/ijerph16193546
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,N01402,"An analysis of the effects of Mn2+ on oxidative phosphorylation in liver, brain, and heart mitochondria using state 3 oxidation rate assays.",10.3390/ijerph16193546,https://doi.org/10.3390/ijerph16193546
hsa05012,Parkinson disease,Manganese to electron transfer in Complex II,N01402,Manganese ions induce H2O2 generation at the ubiquinone binding site of mitochondrial complex II.,10.3390/ijerph16193546,https://doi.org/10.3390/ijerph16193546
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,N01046,Melatoninergic System in Parkinson's Disease: From Neuroprotection to the Management of Motor and Nonmotor Symptoms.,10.1155/2016/3472032,https://doi.org/10.1155/2016/3472032
hsa05012,Parkinson disease,Maneb to electron transfer in Complex III,N01046,Manganese ethylene-bis-dithiocarbamate and selective dopaminergic neurodegeneration in rat: a link through mitochondrial dysfunction.,10.1155/2016/3472032,https://doi.org/10.1155/2016/3472032
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,N01055,"Alpha-Synuclein Toxicity on Protein Quality Control, Mitochondria and Endoplasmic Reticulum.",10.1007/s11064-018-2673-x,https://doi.org/10.1007/s11064-018-2673-x
hsa05012,Parkinson disease,Mutation-caused aberrant SNCA to anterograde axonal transport,N01055,Intracellular and Intercellular Mitochondrial Dynamics in Parkinson's Disease.,10.1007/s11064-018-2673-x,https://doi.org/10.1007/s11064-018-2673-x
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to to p53-mediated transcription,N01058,Regulation of Signal Transduction by DJ-1.,10.1007/978-981-10-6583-5_8,https://doi.org/10.1007/978-981-10-6583-5_8
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to to p53-mediated transcription,N01058,Oxidized DJ-1 inhibits p53 by sequestering p53 from promoters in a DNA-binding affinity-dependent manner.,10.1007/978-981-10-6583-5_8,https://doi.org/10.1007/978-981-10-6583-5_8
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,N01059,Role of DJ-1 in the mechanism of pathogenesis of Parkinson's disease.,10.1007/s10863-019-09798-4,https://doi.org/10.1007/s10863-019-09798-4
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,N01059,Recent findings on the physiological function of DJ-1: Beyond Parkinson's disease.,10.1007/s10863-019-09798-4,https://doi.org/10.1007/s10863-019-09798-4
hsa05012,Parkinson disease,Mutation-inactivated DJ1 to KEAP1-NRF2 signaling pathway,N01059,Basic Concepts on the Role of Nuclear Factor Erythroid-Derived 2-Like 2 (Nrf2) in Age-Related Diseases.,10.1007/s10863-019-09798-4,https://doi.org/10.1007/s10863-019-09798-4
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,N01151,Loss of function of the ALS protein SigR1 leads to ER pathology associated with defective autophagy and lipid raft disturbances.,10.1038/cddis.2014.243,https://doi.org/10.1038/cddis.2014.243
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,N01151,"Altered localization, abnormal modification and loss of function of Sigma receptor-1 in amyotrophic lateral sclerosis.",10.1038/cddis.2014.243,https://doi.org/10.1038/cddis.2014.243
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated SIGMAR1 to Ca2+ -apoptotic pathway,N01151,Sigma-1 receptor and amyotrophic lateral sclerosis.,10.1038/cddis.2014.243,https://doi.org/10.1038/cddis.2014.243
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,N01144,ALS-linked mutant SOD1 induces ER stress- and ASK1-dependent motor neuron death by targeting Derlin-1.,10.1101/gad.1640108,https://doi.org/10.1101/gad.1640108
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to 26S proteasome-mediated protein degradation,N01144,Protein Homeostasis in Amyotrophic Lateral Sclerosis: Therapeutic Opportunities?,10.1101/gad.1640108,https://doi.org/10.1101/gad.1640108
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,N01145,Amyotrophic Lateral Sclerosis Pathogenesis Converges on Defects in Protein Homeostasis Associated with TDP-43 Mislocalization and Proteasome-Mediated Degradation Overload.,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,N01145,Biological and Pathological Implications of an Alternative ATP-Powered Proteasomal Assembly With Cdc48 and the 20S Peptidase.,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VCP to 26S proteasome-mediated protein degradation,N01145,An ALS disease mutation in Cdc48/p97 impairs 20S proteasome binding and proteolytic communication.,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated UBQLN2 to 26S proteasome-mediated protein degradation,N01146,Amyotrophic Lateral Sclerosis Pathogenesis Converges on Defects in Protein Homeostasis Associated with TDP-43 Mislocalization and Proteasome-Mediated Degradation Overload.,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated UBQLN2 to 26S proteasome-mediated protein degradation,N01146,Key role of UBQLN2 in pathogenesis of amyotrophic lateral sclerosis and frontotemporal dementia.,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated UBQLN2 to 26S proteasome-mediated protein degradation,N01146,Protein Homeostasis in Amyotrophic Lateral Sclerosis: Therapeutic Opportunities?,10.1016/bs.ctdb.2016.07.004,https://doi.org/10.1016/bs.ctdb.2016.07.004
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to PERK-ATF4 signaling pathway,N01149,ER stress and UPR in familial amyotrophic lateral sclerosis.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to PERK-ATF4 signaling pathway,N01149,Stress signaling from the endoplasmic reticulum: A central player in the pathogenesis of amyotrophic lateral sclerosis.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to PERK-ATF4 signaling pathway,N01149,Autophagy Dysregulation in ALS: When Protein Aggregates Get Out of Hand.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to IRE1a-XBP1 signaling pathway,N01148,ER stress and UPR in familial amyotrophic lateral sclerosis.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to IRE1a-XBP1 signaling pathway,N01148,Stress signaling from the endoplasmic reticulum: A central player in the pathogenesis of amyotrophic lateral sclerosis.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to IRE1a-XBP1 signaling pathway,N01148,Autophagy Dysregulation in ALS: When Protein Aggregates Get Out of Hand.,10.2174/156652406775574550,https://doi.org/10.2174/156652406775574550
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VAPB to ATF6-mediated transcription,N01150,VAPB interacts with and modulates the activity of ATF6.,10.1093/hmg/ddn040,https://doi.org/10.1093/hmg/ddn040
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VAPB to ATF6-mediated transcription,N01150,Characterization of amyotrophic lateral sclerosis-linked P56S mutation of vesicle-associated membrane protein-associated protein B (VAPB/ALS8).,10.1093/hmg/ddn040,https://doi.org/10.1093/hmg/ddn040
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VAPB to ATF6-mediated transcription,N01150,Unfolded proteins and endoplasmic reticulum stress in neurodegenerative disorders.,10.1093/hmg/ddn040,https://doi.org/10.1093/hmg/ddn040
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated VAPB to ATF6-mediated transcription,N01150,Protein Homeostasis in Amyotrophic Lateral Sclerosis: Therapeutic Opportunities?,10.1093/hmg/ddn040,https://doi.org/10.1093/hmg/ddn040
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to ATF6-mediated transcription,N01147,Spinal cord endoplasmic reticulum stress associated with a microsomal accumulation of mutant superoxide dismutase-1 in an ALS model.,10.1073/pnas.0509227103,https://doi.org/10.1073/pnas.0509227103
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to ATF6-mediated transcription,N01147,Stress signaling from the endoplasmic reticulum: A central player in the pathogenesis of amyotrophic lateral sclerosis.,10.1073/pnas.0509227103,https://doi.org/10.1073/pnas.0509227103
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to ATF6-mediated transcription,N01147,ER stress and UPR in familial amyotrophic lateral sclerosis.,10.1073/pnas.0509227103,https://doi.org/10.1073/pnas.0509227103
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to ATF6-mediated transcription,N01147,Unfolded proteins and endoplasmic reticulum stress in neurodegenerative disorders.,10.1073/pnas.0509227103,https://doi.org/10.1073/pnas.0509227103
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated C9orf72 to C9orf72-mediated autophagy initiation,N01143,C9orf72 plays a central role in Rab GTPase-dependent regulation of autophagy.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated C9orf72 to C9orf72-mediated autophagy initiation,N01143,Is amyotrophic lateral sclerosis/frontotemporal dementia an autophagy disease?,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated C9orf72 to C9orf72-mediated autophagy initiation,N01143,Expanded GGGGCC hexanucleotide repeat in noncoding region of C9ORF72 causes chromosome 9p-linked FTD and ALS.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated C9orf72 to C9orf72-mediated autophagy initiation,N01143,Reduced C9ORF72 function exacerbates gain of toxicity from ALS/FTD-causing repeat expansion in C9orf72.,10.1080/21541248.2016.1240495,https://doi.org/10.1080/21541248.2016.1240495
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated OPTN to PINK-Parkin-mediated autophagosome formation,N01138,Autophagy Receptors and Neurodegenerative Diseases.,10.1016/j.tcb.2017.01.001,https://doi.org/10.1016/j.tcb.2017.01.001
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated OPTN to PINK-Parkin-mediated autophagosome formation,N01138,Autophagy and Neurodegeneration: Pathogenic Mechanisms and Therapeutic Opportunities.,10.1016/j.tcb.2017.01.001,https://doi.org/10.1016/j.tcb.2017.01.001
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated OPTN to PINK-Parkin-mediated autophagosome formation,N01138,Dynamic recruitment and activation of ALS-associated TBK1 with its target optineurin are required for efficient mitophagy.,10.1016/j.tcb.2017.01.001,https://doi.org/10.1016/j.tcb.2017.01.001
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated OPTN to PINK-Parkin-mediated autophagosome formation,N01138,Optineurin in amyotrophic lateral sclerosis: Multifunctional adaptor protein at the crossroads of different neuroprotective mechanisms.,10.1016/j.tcb.2017.01.001,https://doi.org/10.1016/j.tcb.2017.01.001
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated p62 to PINK-Parkin-mediated autophagosome formation,N01139,Autophagy as a common pathway in amyotrophic lateral sclerosis.,10.1016/j.neulet.2018.04.006,https://doi.org/10.1016/j.neulet.2018.04.006
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated p62 to PINK-Parkin-mediated autophagosome formation,N01139,Autophagy and Neurodegeneration: Pathogenic Mechanisms and Therapeutic Opportunities.,10.1016/j.neulet.2018.04.006,https://doi.org/10.1016/j.neulet.2018.04.006
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated TBK1 to TBK1-mediated autophagosome formation,N01141,TBK1: a new player in ALS linking autophagy and neuroinflammation.,10.1186/s13041-017-0287-x,https://doi.org/10.1186/s13041-017-0287-x
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated TBK1 to TBK1-mediated autophagosome formation,N01141,Autophagy as a common pathway in amyotrophic lateral sclerosis.,10.1186/s13041-017-0287-x,https://doi.org/10.1186/s13041-017-0287-x
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated TBK1 to TBK1-mediated autophagosome formation,N01141,Autophagy Receptors and Neurodegenerative Diseases.,10.1186/s13041-017-0287-x,https://doi.org/10.1186/s13041-017-0287-x
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated TBK1 to TBK1-mediated autophagosome formation,N01141,Exome sequencing in amyotrophic lateral sclerosis identifies risk genes and pathways.,10.1186/s13041-017-0287-x,https://doi.org/10.1186/s13041-017-0287-x
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated TBK1 to TBK1-mediated autophagosome formation,N01141,Haploinsufficiency of TBK1 causes familial ALS and fronto-temporal dementia.,10.1186/s13041-017-0287-x,https://doi.org/10.1186/s13041-017-0287-x
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to intrinsic apoptotic pathway,N01135,Amyotrophic lateral sclerosis-associated SOD1 mutant proteins bind and aggregate with Bcl-2 in spinal cord mitochondria.,10.1016/j.neuron.2004.06.021,https://doi.org/10.1016/j.neuron.2004.06.021
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to intrinsic apoptotic pathway,N01135,"Caspase-1 and -3 are sequentially activated in motor neuron death in Cu,Zn superoxide dismutase-mediated familial amyotrophic lateral sclerosis.",10.1016/j.neuron.2004.06.021,https://doi.org/10.1016/j.neuron.2004.06.021
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to intrinsic apoptotic pathway,N01135,The role of mitochondria in amyotrophic lateral sclerosis.,10.1016/j.neuron.2004.06.021,https://doi.org/10.1016/j.neuron.2004.06.021
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to intrinsic apoptotic pathway,N01135,Mitochondrial dysfunction and oxidative stress in neurodegenerative diseases.,10.1016/j.neuron.2004.06.021,https://doi.org/10.1016/j.neuron.2004.06.021
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,N01164,ERBB4 mutations that disrupt the neuregulin-ErbB4 pathway cause amyotrophic lateral sclerosis type 19.,10.1016/j.ajhg.2013.09.008,https://doi.org/10.1016/j.ajhg.2013.09.008
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,N01164,"Altered immunoreactivity of ErbB4, a causative gene product for ALS19, in the spinal cord of patients with sporadic ALS.",10.1016/j.ajhg.2013.09.008,https://doi.org/10.1016/j.ajhg.2013.09.008
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,N01164,Neuregulin 1 Reduces Motoneuron Cell Death and Promotes Neurite Growth in an in Vitro Model of Motoneuron Degeneration.,10.1016/j.ajhg.2013.09.008,https://doi.org/10.1016/j.ajhg.2013.09.008
hsa05014,Amyotrophic lateral sclerosis,Mutation-inactivated ERBB4 to NRG-ERBB4-PI3K signaling pathway,N01164,Genetics of amyotrophic lateral sclerosis: A review.,10.1016/j.ajhg.2013.09.008,https://doi.org/10.1016/j.ajhg.2013.09.008
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,N01136,Altered Mitochondrial Dynamics in Motor Neuron Disease: An Emerging Perspective.,10.3390/cells9041065,https://doi.org/10.3390/cells9041065
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to electron transfer in Complex I,N01136,The inhibition of TDP-43 mitochondrial localization blocks its neuronal toxicity.,10.3390/cells9041065,https://doi.org/10.3390/cells9041065
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,N01160,Interaction between familial amyotrophic lateral sclerosis (ALS)-linked SOD1 mutants and the dynein complex.,10.1074/jbc.M609743200,https://doi.org/10.1074/jbc.M609743200
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,N01160,The role of mitochondria in amyotrophic lateral sclerosis.,10.1074/jbc.M609743200,https://doi.org/10.1074/jbc.M609743200
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant SOD1 to retrograde axonal transport,N01160,Mitochondria: the next (neurode)generation.,10.1074/jbc.M609743200,https://doi.org/10.1074/jbc.M609743200
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,N01158,Amyotrophic Lateral Sclerosis.,10.1056/NEJMra1603471,https://doi.org/10.1056/NEJMra1603471
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant DCTN1 to retrograde axonal transport,N01158,Mutant dynactin in motor neuron disease.,10.1056/NEJMra1603471,https://doi.org/10.1056/NEJMra1603471
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,N01159,Amyotrophic Lateral Sclerosis.,10.1056/NEJMra1603471,https://doi.org/10.1056/NEJMra1603471
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TUBA4A to retrograde axonal transport,N01159,TUBA4A gene analysis in sporadic amyotrophic lateral sclerosis: identification of novel mutations.,10.1056/NEJMra1603471,https://doi.org/10.1056/NEJMra1603471
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,N01162,Mutations in the profilin 1 gene cause familial amyotrophic lateral sclerosis.,10.1038/nature11280,https://doi.org/10.1038/nature11280
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,N01162,Amyotrophic Lateral Sclerosis.,10.1038/nature11280,https://doi.org/10.1038/nature11280
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant PFN1 to actin polymerization,N01162,Mutant PFN1 causes ALS phenotypes and progressive motor neuron degeneration in mice by a gain of toxicity.,10.1038/nature11280,https://doi.org/10.1038/nature11280
hsa05014,Amyotrophic lateral sclerosis,Mutation-caused aberrant TDP43 to TDP-43-regulated splicing,N01155,Alteration of POLDIP3 splicing associated with loss of function of TDP-43 in tissues affected with ALS.,10.1371/journal.pone.0043120,https://doi.org/10.1371/journal.pone.0043120
